,Ord_id,Prod_id,Ship_id,Cust_id,Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin,Product_Category,Product_Sub_Category,Order_ID_x,Order_Date,Order_Priority,Order_Month,Order_Year,Customer_Name,Province,Region,Customer_Segment,Order_ID_y,Ship_Mode,Ship_Date,Ship_Month,Ship_Year,Duration
5406,Ord_4940,Prod_5,SHP_6891,Cust_1733,243.52,0.01,15,-59.64,13.56,0.58,FURNITURE,OFFICE FURNISHINGS,54307,2012-08-01,HIGH,8,2012,LAUREN LEATHERBURY,ALBERTA,WEST,CORPORATE,54307,REGULAR AIR,2012-09-01,9,2012,31 days 00:00:00.000000000
5407,Ord_4915,Prod_3,SHP_6855,Cust_1677,10.48,0.04,1,-5.44,6.83,0.38,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,39586,2011-05-19,NOT SPECIFIED,5,2011,LAUREN LEATHERBURY,BRITISH COLUMBIA,WEST,CORPORATE,39586,REGULAR AIR,2011-05-21,5,2011,2 days 00:00:00.000000000
5408,Ord_534,Prod_4,SHP_723,Cust_192,1098.506,0.05,29,218.73,2.5,0.56,TECHNOLOGY,TELEPHONES AND COMMUNICATION,19813,2010-02-03,CRITICAL,2,2010,LENA CACIOPPO,BRITISH COLUMBIA,WEST,HOME OFFICE,19813,REGULAR AIR,2010-03-03,3,2010,28 days 00:00:00.000000000
5409,Ord_545,Prod_6,SHP_740,Cust_192,305.96,0.06,49,-191.49,7.49,0.37,OFFICE SUPPLIES,PAPER,25475,2009-04-04,CRITICAL,4,2009,LENA CACIOPPO,BRITISH COLUMBIA,WEST,HOME OFFICE,25475,REGULAR AIR,2009-04-04,4,2009,0 days 00:00:00.000000000
5410,Ord_512,Prod_12,SHP_691,Cust_192,47.28,0.0,9,17.05,0.5,0.36,OFFICE SUPPLIES,LABELS,7136,2009-03-22,HIGH,3,2009,LENA CACIOPPO,BRITISH COLUMBIA,WEST,HOME OFFICE,7136,REGULAR AIR,2009-03-24,3,2009,2 days 00:00:00.000000000
5411,Ord_512,Prod_8,SHP_691,Cust_192,642.9,0.07,17,88.72,1.99,0.54,TECHNOLOGY,COMPUTER PERIPHERALS,7136,2009-03-22,HIGH,3,2009,LENA CACIOPPO,BRITISH COLUMBIA,WEST,HOME OFFICE,7136,REGULAR AIR,2009-03-24,3,2009,2 days 00:00:00.000000000
5412,Ord_2885,Prod_4,SHP_3979,Cust_570,1304.0275,0.1,24,34.36,8.99,0.6,TECHNOLOGY,TELEPHONES AND COMMUNICATION,22951,2012-03-05,MEDIUM,3,2012,LENA CREIGHTON,ONTARIO,ONTARIO,CORPORATE,22951,REGULAR AIR,2012-03-05,3,2012,0 days 00:00:00.000000000
5413,Ord_1626,Prod_6,SHP_2246,Cust_570,51.65,0.1,10,-32.13,5.49,0.38,OFFICE SUPPLIES,PAPER,51395,2010-09-06,LOW,9,2010,LENA CREIGHTON,ONTARIO,ONTARIO,CORPORATE,51395,REGULAR AIR,2010-06-13,6,2010,-85 days +00:00:00.000000000
5414,Ord_1626,Prod_12,SHP_2245,Cust_570,78.22,0.03,26,32.5,0.5,0.36,OFFICE SUPPLIES,LABELS,51395,2010-09-06,LOW,9,2010,LENA CREIGHTON,ONTARIO,ONTARIO,CORPORATE,51395,REGULAR AIR,2010-06-14,6,2010,-84 days +00:00:00.000000000
5415,Ord_1589,Prod_2,SHP_2195,Cust_570,187.55,0.1,25,-171.41,9.23,0.58,OFFICE SUPPLIES,APPLIANCES,44864,2010-06-17,LOW,6,2010,LENA CREIGHTON,ONTARIO,ONTARIO,CORPORATE,44864,REGULAR AIR,2010-06-24,6,2010,7 days 00:00:00.000000000
5416,Ord_2844,Prod_2,SHP_3913,Cust_570,311.08,0.08,30,-38.45,4.5,0.59,OFFICE SUPPLIES,APPLIANCES,6432,2011-10-11,CRITICAL,10,2011,LENA CREIGHTON,ONTARIO,ONTARIO,CORPORATE,6432,REGULAR AIR,2011-12-11,12,2011,61 days 00:00:00.000000000
5417,Ord_2891,Prod_3,SHP_3988,Cust_570,156.97,0.01,4,-25.43,14.72,0.37,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,25091,2010-02-19,MEDIUM,2,2010,LENA CREIGHTON,ONTARIO,ONTARIO,CORPORATE,25091,REGULAR AIR,2010-02-22,2,2010,3 days 00:00:00.000000000
5418,Ord_1628,Prod_1,SHP_2248,Cust_570,1390.17,0.07,13,-469.84,35.0,0.82,OFFICE SUPPLIES,STORAGE & ORGANIZATION,51813,2012-12-21,NOT SPECIFIED,12,2012,LENA CREIGHTON,ONTARIO,ONTARIO,CORPORATE,51813,REGULAR AIR,2012-12-23,12,2012,2 days 00:00:00.000000000
5419,Ord_742,Prod_4,SHP_1011,Cust_254,2162.8165,0.01,20,223.25,8.99,0.59,TECHNOLOGY,TELEPHONES AND COMMUNICATION,17382,2011-04-07,NOT SPECIFIED,4,2011,LENA HERNANDEZ,BRITISH COLUMBIA,WEST,HOME OFFICE,17382,REGULAR AIR,2011-05-07,5,2011,30 days 00:00:00.000000000
5420,Ord_821,Prod_6,SHP_1128,Cust_254,260.96,0.09,40,-96.7,6.22,0.37,OFFICE SUPPLIES,PAPER,41286,2012-09-16,MEDIUM,9,2012,LENA HERNANDEZ,BRITISH COLUMBIA,WEST,HOME OFFICE,41286,REGULAR AIR,2012-09-17,9,2012,1 days 00:00:00.000000000
5421,Ord_736,Prod_5,SHP_1003,Cust_254,208.78,0.05,42,24.87,2.03,0.51,FURNITURE,OFFICE FURNISHINGS,14529,2010-09-20,LOW,9,2010,LENA HERNANDEZ,BRITISH COLUMBIA,WEST,HOME OFFICE,14529,REGULAR AIR,2010-09-22,9,2010,2 days 00:00:00.000000000
5422,Ord_736,Prod_15,SHP_1002,Cust_254,3819.42,0.1,44,-821.87,42.0,0.66,FURNITURE,CHAIRS & CHAIRMATS,14529,2010-09-20,LOW,9,2010,LENA HERNANDEZ,BRITISH COLUMBIA,WEST,HOME OFFICE,14529,DELIVERY TRUCK,2010-09-24,9,2010,4 days 00:00:00.000000000
5423,Ord_1490,Prod_4,SHP_2058,Cust_543,6057.27,0.0,36,1585.5,4.2,0.6,TECHNOLOGY,TELEPHONES AND COMMUNICATION,29410,2009-09-17,CRITICAL,9,2009,LINDA CAZAMIAS,ONTARIO,ONTARIO,CORPORATE,29410,REGULAR AIR,2009-09-19,9,2009,2 days 00:00:00.000000000
5424,Ord_1490,Prod_17,SHP_2057,Cust_543,4186.53,0.04,35,1929.58,7.11,0.36,TECHNOLOGY,OFFICE MACHINES,29410,2009-09-17,CRITICAL,9,2009,LINDA CAZAMIAS,ONTARIO,ONTARIO,CORPORATE,29410,REGULAR AIR,2009-09-17,9,2009,0 days 00:00:00.000000000
5425,Ord_1422,Prod_6,SHP_1966,Cust_543,1642.05,0.03,28,829.73,4.86,0.36,OFFICE SUPPLIES,PAPER,19204,2009-09-18,MEDIUM,9,2009,LINDA CAZAMIAS,ONTARIO,ONTARIO,CORPORATE,19204,REGULAR AIR,2009-09-20,9,2009,2 days 00:00:00.000000000
5426,Ord_1422,Prod_5,SHP_1965,Cust_543,233.92,0.1,27,-80.75,8.54,0.43,FURNITURE,OFFICE FURNISHINGS,19204,2009-09-18,MEDIUM,9,2009,LINDA CAZAMIAS,ONTARIO,ONTARIO,CORPORATE,19204,REGULAR AIR,2009-09-19,9,2009,1 days 00:00:00.000000000
5427,Ord_2692,Prod_4,SHP_3686,Cust_1026,1752.0965,0.1,46,356.35,4.99,0.57,TECHNOLOGY,TELEPHONES AND COMMUNICATION,30208,2012-07-16,LOW,7,2012,LINDSAY SHAGIARI,ONTARIO,ONTARIO,HOME OFFICE,30208,REGULAR AIR,2012-07-16,7,2012,0 days 00:00:00.000000000
5428,Ord_2832,Prod_6,SHP_3894,Cust_1026,284.92,0.03,32,81.29,2.15,0.4,OFFICE SUPPLIES,PAPER,59906,2010-05-20,HIGH,5,2010,LINDSAY SHAGIARI,ONTARIO,ONTARIO,HOME OFFICE,59906,REGULAR AIR,2010-05-22,5,2010,2 days 00:00:00.000000000
5429,Ord_2656,Prod_17,SHP_3634,Cust_1026,1946.55,0.07,1,-4017.62,13.99,0.38,TECHNOLOGY,OFFICE MACHINES,21634,2012-10-28,NOT SPECIFIED,10,2012,LINDSAY SHAGIARI,ONTARIO,ONTARIO,HOME OFFICE,21634,REGULAR AIR,2012-10-31,10,2012,3 days 00:00:00.000000000
5430,Ord_2656,Prod_2,SHP_3633,Cust_1026,1611.73,0.1,8,-314.61,68.02,0.58,OFFICE SUPPLIES,APPLIANCES,21634,2012-10-28,NOT SPECIFIED,10,2012,LINDSAY SHAGIARI,ONTARIO,ONTARIO,HOME OFFICE,21634,DELIVERY TRUCK,2012-10-29,10,2012,1 days 00:00:00.000000000
5431,Ord_2678,Prod_9,SHP_3667,Cust_1026,94.83,0.02,12,29.87,1.39,0.36,OFFICE SUPPLIES,ENVELOPES,27654,2010-09-24,HIGH,9,2010,LINDSAY SHAGIARI,ONTARIO,ONTARIO,HOME OFFICE,27654,REGULAR AIR,2010-09-26,9,2010,2 days 00:00:00.000000000
5432,Ord_2716,Prod_8,SHP_3722,Cust_1026,394.8,0.1,23,-113.8,4.0,0.79,TECHNOLOGY,COMPUTER PERIPHERALS,36130,2012-09-13,CRITICAL,9,2012,LINDSAY SHAGIARI,ONTARIO,ONTARIO,HOME OFFICE,36130,REGULAR AIR,2012-09-14,9,2012,1 days 00:00:00.000000000
5433,Ord_3186,Prod_4,SHP_4421,Cust_1160,283.6535,0.09,17,-113.05,2.5,0.81,TECHNOLOGY,TELEPHONES AND COMMUNICATION,47938,2009-06-24,LOW,6,2009,LINDSAY WILLIAMS,MANITOBA,PRARIE,CORPORATE,47938,REGULAR AIR,2009-01-07,1,2009,-168 days +00:00:00.000000000
5434,Ord_3185,Prod_17,SHP_4420,Cust_1160,8188.19,0.05,41,3702.0,13.99,0.37,TECHNOLOGY,OFFICE MACHINES,47622,2012-12-09,NOT SPECIFIED,12,2012,LINDSAY WILLIAMS,MANITOBA,PRARIE,CORPORATE,47622,REGULAR AIR,2012-09-13,9,2012,-87 days +00:00:00.000000000
5435,Ord_3124,Prod_8,SHP_4335,Cust_1160,126.87,0.08,4,-125.99,5.5,0.75,TECHNOLOGY,COMPUTER PERIPHERALS,4774,2010-04-19,MEDIUM,4,2010,LINDSAY WILLIAMS,MANITOBA,PRARIE,CORPORATE,4774,REGULAR AIR,2010-04-20,4,2010,1 days 00:00:00.000000000
5436,Ord_643,Prod_4,SHP_877,Cust_223,1265.2930000000001,0.06,8,-554.44,8.99,0.6,TECHNOLOGY,TELEPHONES AND COMMUNICATION,35364,2009-12-12,CRITICAL,12,2009,LISA DECHERNEY,BRITISH COLUMBIA,WEST,CORPORATE,35364,REGULAR AIR,2009-12-14,12,2009,2 days 00:00:00.000000000
5437,Ord_643,Prod_6,SHP_877,Cust_223,72.08,0.04,16,-54.75,5.68,0.4,OFFICE SUPPLIES,PAPER,35364,2009-12-12,CRITICAL,12,2009,LISA DECHERNEY,BRITISH COLUMBIA,WEST,CORPORATE,35364,REGULAR AIR,2009-12-14,12,2009,2 days 00:00:00.000000000
5438,Ord_643,Prod_11,SHP_879,Cust_223,15897.01,0.06,37,455.02,110.2,0.67,FURNITURE,TABLES,35364,2009-12-12,CRITICAL,12,2009,LISA DECHERNEY,BRITISH COLUMBIA,WEST,CORPORATE,35364,DELIVERY TRUCK,2009-12-13,12,2009,1 days 00:00:00.000000000
5439,Ord_643,Prod_11,SHP_878,Cust_223,10338.93,0.06,29,-871.52,85.63,0.74,FURNITURE,TABLES,35364,2009-12-12,CRITICAL,12,2009,LISA DECHERNEY,BRITISH COLUMBIA,WEST,CORPORATE,35364,DELIVERY TRUCK,2009-12-14,12,2009,2 days 00:00:00.000000000
5440,Ord_665,Prod_17,SHP_909,Cust_223,1090.6,0.07,45,300.91,6.3,0.38,TECHNOLOGY,OFFICE MACHINES,49761,2011-01-24,NOT SPECIFIED,1,2011,LISA DECHERNEY,BRITISH COLUMBIA,WEST,CORPORATE,49761,REGULAR AIR,2011-01-25,1,2011,1 days 00:00:00.000000000
5441,Ord_659,Prod_12,SHP_901,Cust_223,67.45,0.05,25,24.28,0.5,0.39,OFFICE SUPPLIES,LABELS,45763,2010-07-07,HIGH,7,2010,LISA DECHERNEY,BRITISH COLUMBIA,WEST,CORPORATE,45763,REGULAR AIR,2010-08-07,8,2010,31 days 00:00:00.000000000
5442,Ord_640,Prod_15,SHP_873,Cust_223,12457.63,0.08,45,1063.46,69.55,0.6,FURNITURE,CHAIRS & CHAIRMATS,33665,2011-05-25,LOW,5,2011,LISA DECHERNEY,BRITISH COLUMBIA,WEST,CORPORATE,33665,DELIVERY TRUCK,2011-05-30,5,2011,5 days 00:00:00.000000000
5443,Ord_1292,Prod_4,SHP_1783,Cust_454,5352.9345,0.09,33,1343.21,4.2,0.57,TECHNOLOGY,TELEPHONES AND COMMUNICATION,18085,2011-09-25,HIGH,9,2011,LISA DECHERNEY,ONTARIO,ONTARIO,CORPORATE,18085,REGULAR AIR,2011-09-26,9,2011,1 days 00:00:00.000000000
5444,Ord_1292,Prod_11,SHP_1782,Cust_454,8127.51,0.01,23,1541.25,40.19,0.62,FURNITURE,TABLES,18085,2011-09-25,HIGH,9,2011,LISA DECHERNEY,ONTARIO,ONTARIO,CORPORATE,18085,DELIVERY TRUCK,2011-09-27,9,2011,2 days 00:00:00.000000000
5445,Ord_1187,Prod_15,SHP_1639,Cust_454,4165.04,0.0,45,135.68,30.0,0.61,FURNITURE,CHAIRS & CHAIRMATS,54791,2012-12-20,HIGH,12,2012,LISA DECHERNEY,ONTARIO,ONTARIO,CORPORATE,54791,DELIVERY TRUCK,2012-12-22,12,2012,2 days 00:00:00.000000000
5446,Ord_1289,Prod_5,SHP_1779,Cust_454,36.8,0.0,4,14.19,5.21,0.56,FURNITURE,OFFICE FURNISHINGS,12323,2011-02-04,NOT SPECIFIED,2,2011,LISA DECHERNEY,ONTARIO,ONTARIO,CORPORATE,12323,REGULAR AIR,2011-04-04,4,2011,59 days 00:00:00.000000000
5447,Ord_1289,Prod_3,SHP_1778,Cust_454,513.74,0.02,32,-28.68,10.13,0.38,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,12323,2011-02-04,NOT SPECIFIED,2,2011,LISA DECHERNEY,ONTARIO,ONTARIO,CORPORATE,12323,REGULAR AIR,2011-03-04,3,2011,28 days 00:00:00.000000000
5448,Ord_5109,Prod_4,SHP_7135,Cust_1728,5678.5525,0.01,42,1727.78,8.99,0.55,TECHNOLOGY,TELEPHONES AND COMMUNICATION,31878,2011-12-18,MEDIUM,12,2011,LISA HAZARD,ALBERTA,WEST,HOME OFFICE,31878,REGULAR AIR,2011-12-19,12,2011,1 days 00:00:00.000000000
5449,Ord_5109,Prod_6,SHP_7134,Cust_1728,138.95,0.04,14,9.63,4.39,0.38,OFFICE SUPPLIES,PAPER,31878,2011-12-18,MEDIUM,12,2011,LISA HAZARD,ALBERTA,WEST,HOME OFFICE,31878,REGULAR AIR,2011-12-18,12,2011,0 days 00:00:00.000000000
5450,Ord_5086,Prod_4,SHP_7103,Cust_1728,1279.505,0.1,43,384.2,1.1,0.55,TECHNOLOGY,TELEPHONES AND COMMUNICATION,1762,2009-08-19,NOT SPECIFIED,8,2009,LISA HAZARD,ALBERTA,WEST,HOME OFFICE,1762,EXPRESS AIR,2009-08-20,8,2009,1 days 00:00:00.000000000
5451,Ord_5086,Prod_9,SHP_7102,Cust_1728,69.6,0.0,11,6.46,2.5,0.36,OFFICE SUPPLIES,ENVELOPES,1762,2009-08-19,NOT SPECIFIED,8,2009,LISA HAZARD,ALBERTA,WEST,HOME OFFICE,1762,REGULAR AIR,2009-08-20,8,2009,1 days 00:00:00.000000000
5452,Ord_5086,Prod_8,SHP_7101,Cust_1728,857.11,0.07,29,285.2,1.99,0.42,TECHNOLOGY,COMPUTER PERIPHERALS,1762,2009-08-19,NOT SPECIFIED,8,2009,LISA HAZARD,ALBERTA,WEST,HOME OFFICE,1762,REGULAR AIR,2009-08-21,8,2009,2 days 00:00:00.000000000
5453,Ord_5103,Prod_4,SHP_7125,Cust_1728,1024.165,0.02,10,-105.7,5.99,0.57,TECHNOLOGY,TELEPHONES AND COMMUNICATION,24801,2012-11-15,HIGH,11,2012,LISA HAZARD,ALBERTA,WEST,HOME OFFICE,24801,REGULAR AIR,2012-11-16,11,2012,1 days 00:00:00.000000000
5454,Ord_5103,Prod_5,SHP_7125,Cust_1728,685.7,0.01,7,350.94,20.79,0.59,FURNITURE,OFFICE FURNISHINGS,24801,2012-11-15,HIGH,11,2012,LISA HAZARD,ALBERTA,WEST,HOME OFFICE,24801,REGULAR AIR,2012-11-16,11,2012,1 days 00:00:00.000000000
5455,Ord_5103,Prod_3,SHP_7125,Cust_1728,18.91,0.0,3,-16.35,7.01,0.37,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,24801,2012-11-15,HIGH,11,2012,LISA HAZARD,ALBERTA,WEST,HOME OFFICE,24801,REGULAR AIR,2012-11-16,11,2012,1 days 00:00:00.000000000
5456,Ord_5090,Prod_5,SHP_7107,Cust_1728,182.86,0.0,35,-106.27,5.72,0.47,FURNITURE,OFFICE FURNISHINGS,11168,2012-10-21,CRITICAL,10,2012,LISA HAZARD,ALBERTA,WEST,HOME OFFICE,11168,REGULAR AIR,2012-10-23,10,2012,2 days 00:00:00.000000000
5457,Ord_5098,Prod_3,SHP_7120,Cust_1728,1384.34,0.1,40,562.31,2.99,0.35,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,21318,2010-04-07,HIGH,4,2010,LISA HAZARD,ALBERTA,WEST,HOME OFFICE,21318,REGULAR AIR,2010-06-07,6,2010,61 days 00:00:00.000000000
5458,Ord_5105,Prod_8,SHP_7129,Cust_1728,139.61,0.01,26,-92.04,4.93,0.66,TECHNOLOGY,COMPUTER PERIPHERALS,27843,2010-05-09,MEDIUM,5,2010,LISA HAZARD,ALBERTA,WEST,HOME OFFICE,27843,REGULAR AIR,2010-07-09,7,2010,61 days 00:00:00.000000000
5459,Ord_4184,Prod_4,SHP_5834,Cust_1421,908.4119999999999,0.07,17,-71.19,8.99,0.58,TECHNOLOGY,TELEPHONES AND COMMUNICATION,37313,2012-02-07,NOT SPECIFIED,2,2012,LIZ MACKENDRICK,NEW BRUNSWICK,ATLANTIC,CORPORATE,37313,EXPRESS AIR,2012-04-07,4,2012,60 days 00:00:00.000000000
5460,Ord_4184,Prod_5,SHP_5833,Cust_1421,3304.38,0.0,44,-634.49,37.58,0.78,FURNITURE,OFFICE FURNISHINGS,37313,2012-02-07,NOT SPECIFIED,2,2012,LIZ MACKENDRICK,NEW BRUNSWICK,ATLANTIC,CORPORATE,37313,REGULAR AIR,2012-03-07,3,2012,29 days 00:00:00.000000000
5461,Ord_4161,Prod_17,SHP_5798,Cust_1421,25313.34,0.05,35,8612.11,16.06,0.56,TECHNOLOGY,OFFICE MACHINES,23106,2010-10-20,MEDIUM,10,2010,LIZ MACKENDRICK,NEW BRUNSWICK,ATLANTIC,CORPORATE,23106,DELIVERY TRUCK,2010-10-22,10,2010,2 days 00:00:00.000000000
5462,Ord_4228,Prod_12,SHP_5901,Cust_1421,2455.54,0.03,25,1361.88,0.49,0.36,OFFICE SUPPLIES,LABELS,57059,2011-01-06,MEDIUM,1,2011,LIZ MACKENDRICK,NEW BRUNSWICK,ATLANTIC,CORPORATE,57059,REGULAR AIR,2011-03-06,3,2011,59 days 00:00:00.000000000
5463,Ord_4228,Prod_3,SHP_5901,Cust_1421,212.12,0.01,50,-154.63,5.26,0.38,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,57059,2011-01-06,MEDIUM,1,2011,LIZ MACKENDRICK,NEW BRUNSWICK,ATLANTIC,CORPORATE,57059,REGULAR AIR,2011-03-06,3,2011,59 days 00:00:00.000000000
5464,Ord_4220,Prod_2,SHP_5890,Cust_1421,1561.96,0.03,31,119.92,13.66,0.58,OFFICE SUPPLIES,APPLIANCES,51488,2010-02-05,HIGH,2,2010,LIZ MACKENDRICK,NEW BRUNSWICK,ATLANTIC,CORPORATE,51488,REGULAR AIR,2010-03-05,3,2010,28 days 00:00:00.000000000
5465,Ord_4156,Prod_2,SHP_5792,Cust_1421,1580.57,0.08,26,-750.82,49.0,0.59,OFFICE SUPPLIES,APPLIANCES,21731,2011-11-26,LOW,11,2011,LIZ MACKENDRICK,NEW BRUNSWICK,ATLANTIC,CORPORATE,21731,REGULAR AIR,2011-11-26,11,2011,0 days 00:00:00.000000000
5466,Ord_1159,Prod_3,SHP_5785,Cust_1421,16147.61,0.02,38,7604.95,19.99,0.35,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,20480,2009-01-29,MEDIUM,1,2009,LIZ MACKENDRICK,NEW BRUNSWICK,ATLANTIC,CORPORATE,20480,REGULAR AIR,2009-01-02,1,2009,-27 days +00:00:00.000000000
5467,Ord_4193,Prod_5,SHP_5844,Cust_1421,279.63,0.07,23,61.69,5.16,0.43,FURNITURE,OFFICE FURNISHINGS,40775,2010-11-17,LOW,11,2010,LIZ MACKENDRICK,NEW BRUNSWICK,ATLANTIC,CORPORATE,40775,REGULAR AIR,2010-11-22,11,2010,5 days 00:00:00.000000000
5468,Ord_4179,Prod_9,SHP_5825,Cust_1421,44.56,0.05,8,4.81,1.39,0.38,OFFICE SUPPLIES,ENVELOPES,32929,2011-02-05,LOW,2,2011,LIZ MACKENDRICK,NEW BRUNSWICK,ATLANTIC,CORPORATE,32929,REGULAR AIR,2011-06-05,6,2011,120 days 00:00:00.000000000
5469,Ord_4179,Prod_1,SHP_5826,Cust_1421,152.14,0.09,13,-26.87,4.81,0.58,OFFICE SUPPLIES,STORAGE & ORGANIZATION,32929,2011-02-05,LOW,2,2011,LIZ MACKENDRICK,NEW BRUNSWICK,ATLANTIC,CORPORATE,32929,REGULAR AIR,2011-07-05,7,2011,150 days 00:00:00.000000000
5470,Ord_4178,Prod_15,SHP_5824,Cust_1421,14567.15,0.04,48,3799.59,48.8,0.56,FURNITURE,CHAIRS & CHAIRMATS,32101,2009-12-26,LOW,12,2009,LIZ MACKENDRICK,NEW BRUNSWICK,ATLANTIC,CORPORATE,32101,DELIVERY TRUCK,2009-12-30,12,2009,4 days 00:00:00.000000000
5471,Ord_4205,Prod_8,SHP_5862,Cust_1421,221.42,0.03,44,-142.02,4.62,0.64,TECHNOLOGY,COMPUTER PERIPHERALS,47271,2011-07-28,MEDIUM,7,2011,LIZ MACKENDRICK,NEW BRUNSWICK,ATLANTIC,CORPORATE,47271,REGULAR AIR,2011-07-29,7,2011,1 days 00:00:00.000000000
5472,Ord_4231,Prod_8,SHP_5904,Cust_1421,244.9,0.08,31,-61.14,3.62,0.61,TECHNOLOGY,COMPUTER PERIPHERALS,58273,2010-06-20,HIGH,6,2010,LIZ MACKENDRICK,NEW BRUNSWICK,ATLANTIC,CORPORATE,58273,REGULAR AIR,2010-06-20,6,2010,0 days 00:00:00.000000000
5473,Ord_4225,Prod_8,SHP_5898,Cust_1421,291.4,0.06,1,-763.16,7.18,0.48,TECHNOLOGY,COMPUTER PERIPHERALS,55525,2009-08-05,LOW,8,2009,LIZ MACKENDRICK,NEW BRUNSWICK,ATLANTIC,CORPORATE,55525,REGULAR AIR,2009-08-05,8,2009,0 days 00:00:00.000000000
5474,Ord_1146,Prod_4,SHP_1580,Cust_438,6477.7395,0.01,37,1653.97,8.99,0.58,TECHNOLOGY,TELEPHONES AND COMMUNICATION,3109,2010-07-23,LOW,7,2010,LIZ MACKENDRICK,ONTARIO,ONTARIO,CORPORATE,3109,REGULAR AIR,2010-07-30,7,2010,7 days 00:00:00.000000000
5475,Ord_1146,Prod_5,SHP_1580,Cust_438,1005.74,0.1,47,199.3,8.99,0.41,FURNITURE,OFFICE FURNISHINGS,3109,2010-07-23,LOW,7,2010,LIZ MACKENDRICK,ONTARIO,ONTARIO,CORPORATE,3109,REGULAR AIR,2010-07-30,7,2010,7 days 00:00:00.000000000
5476,Ord_1143,Prod_6,SHP_1577,Cust_438,191.6,0.04,36,-150.74,7.44,0.36,OFFICE SUPPLIES,PAPER,1600,2010-02-03,MEDIUM,2,2010,LIZ MACKENDRICK,ONTARIO,ONTARIO,CORPORATE,1600,REGULAR AIR,2010-03-03,3,2010,28 days 00:00:00.000000000
5477,Ord_1143,Prod_5,SHP_1576,Cust_438,303.59,0.1,32,-45.99,6.22,0.55,FURNITURE,OFFICE FURNISHINGS,1600,2010-02-03,MEDIUM,2,2010,LIZ MACKENDRICK,ONTARIO,ONTARIO,CORPORATE,1600,REGULAR AIR,2010-04-03,4,2010,59 days 00:00:00.000000000
5478,Ord_1159,Prod_10,SHP_1601,Cust_438,1042.63,0.02,4,-219.93,60.2,0.56,FURNITURE,BOOKCASES,20480,2009-01-29,MEDIUM,1,2009,LIZ MACKENDRICK,ONTARIO,ONTARIO,CORPORATE,20480,DELIVERY TRUCK,2009-01-31,1,2009,2 days 00:00:00.000000000
5479,Ord_3806,Prod_4,SHP_7463,Cust_1794,160.2335,0.04,23,-85.13,5.03,0.6,TECHNOLOGY,TELEPHONES AND COMMUNICATION,32,2011-07-15,HIGH,7,2011,LIZ PELLETIER,ALBERTA,WEST,CORPORATE,32,REGULAR AIR,2011-07-17,7,2011,2 days 00:00:00.000000000
5480,Ord_3806,Prod_5,SHP_7463,Cust_1794,2808.08,0.07,26,1054.82,5.81,0.65,FURNITURE,OFFICE FURNISHINGS,32,2011-07-15,HIGH,7,2011,LIZ PELLETIER,ALBERTA,WEST,CORPORATE,32,REGULAR AIR,2011-07-17,7,2011,2 days 00:00:00.000000000
5481,Ord_3806,Prod_11,SHP_7464,Cust_1794,1761.4,0.09,24,-1748.56,89.3,0.72,FURNITURE,TABLES,32,2011-07-15,HIGH,7,2011,LIZ PELLETIER,ALBERTA,WEST,CORPORATE,32,DELIVERY TRUCK,2011-07-16,7,2011,1 days 00:00:00.000000000
5482,Ord_5375,Prod_4,SHP_7505,Cust_1794,2912.015,0.09,37,698.17,4.9,0.56,TECHNOLOGY,TELEPHONES AND COMMUNICATION,9955,2011-04-09,CRITICAL,4,2011,LIZ PELLETIER,ALBERTA,WEST,CORPORATE,9955,REGULAR AIR,2011-06-09,6,2011,61 days 00:00:00.000000000
5483,Ord_5408,Prod_4,SHP_7552,Cust_1794,1819.1529999999998,0.02,14,-35.5,8.99,0.58,TECHNOLOGY,TELEPHONES AND COMMUNICATION,21735,2010-09-03,NOT SPECIFIED,9,2010,LIZ PELLETIER,ALBERTA,WEST,CORPORATE,21735,REGULAR AIR,2010-12-03,12,2010,91 days 00:00:00.000000000
5484,Ord_5408,Prod_5,SHP_7551,Cust_1794,239.49,0.04,23,-159.35,12.52,0.57,FURNITURE,OFFICE FURNISHINGS,21735,2010-09-03,NOT SPECIFIED,9,2010,LIZ PELLETIER,ALBERTA,WEST,CORPORATE,21735,REGULAR AIR,2010-11-03,11,2010,61 days 00:00:00.000000000
5485,Ord_5404,Prod_5,SHP_7547,Cust_1794,2022.18,0.09,20,594.44,21.26,0.59,FURNITURE,OFFICE FURNISHINGS,18758,2010-04-20,NOT SPECIFIED,4,2010,LIZ PELLETIER,ALBERTA,WEST,CORPORATE,18758,EXPRESS AIR,2010-04-22,4,2010,2 days 00:00:00.000000000
5486,Ord_3806,Prod_8,SHP_5279,Cust_1328,140.56,0.04,15,-128.38,8.99,0.79,TECHNOLOGY,COMPUTER PERIPHERALS,32,2011-07-15,HIGH,7,2011,LIZ PELLETIER,SASKACHEWAN,PRARIE,CORPORATE,32,REGULAR AIR,2011-07-16,7,2011,1 days 00:00:00.000000000
